,prompton,beltzvilleCombined,fewalter,blueMarsh
2008-11-20,2592.199624643328,55.051168813891756,327.56971446780005,
2008-11-21,2377.508244197506,53.11469554232989,264.279482427216,
2008-11-22,2305.9444515359155,49.24174898493592,289.08241128394144,
2008-11-23,2162.8168649822087,47.95076680865142,227.67378064881453,
2008-11-24,2170.7683970899884,47.76634077939071,232.63436647310212,
2008-11-25,2425.217440535758,67.8687776405927,248.88456112720132,
2008-11-26,2385.4597775358106,55.512233879908415,292.50350483263566,
2008-11-27,2226.42912553602,50.34830514622995,242.8976472515411,
2008-11-28,2107.1561365361767,46.936423669122874,237.76600686232157,
2008-11-29,2083.3015389823136,44.5388853172741,232.20672979605985,
2008-11-30,2146.9137995361243,50.256092138734715,236.5686241136608,
2008-12-01,4098.406258139561,121.68535166675925,427.14193629893356,
2008-12-02,4154.548809105185,97.98873055348858,515.3260780469853,
2008-12-03,2629.3428272080246,89.98311531899226,451.0251414563899,
2008-12-04,2933.448314742572,88.48873379886204,393.15429842534627,
2008-12-05,3565.0520188979976,85.17974616838332,367.4339237606774,
2008-12-06,2451.5580815181897,81.01682624776673,327.9347769389907,
2008-12-07,2166.1667781215297,78.88199551416275,304.9701566772945,
2008-12-08,2077.2744045525924,71.94379562994983,280.16836690838574,
2008-12-09,2053.8816747422425,72.05053717654118,283.8427060649648,
2008-12-10,16889.55090569609,145.16848971988435,536.4535286593151,
2008-12-11,14456.707003971673,243.37070326744413,1137.2079940513795,
2008-12-12,31065.54514759945,1049.269304377015,4280.605211946938,
2008-12-13,10807.441162245337,588.145866381077,2498.5506819137754,
2008-12-14,7111.389853658107,371.46054728368256,1494.5374853802336,
2008-12-15,6971.033475520027,297.8088869082711,1115.1619585432895,
2008-12-16,9357.09190965953,263.6515953027562,1031.570740989731,
2008-12-17,6737.106177416529,238.0336264334342,927.7706574352949,
2008-12-18,5707.826067209177,219.8875653299491,847.8537790383152,
2008-12-19,5614.255147967779,198.5392579939094,759.6696372902635,
2008-12-20,5614.255147967779,187.8651043258895,703.6359639085863,
2008-12-21,5052.829633243402,171.8538738238597,650.3580450720359,
2008-12-22,4308.94082570869,156.91005873818762,574.1155058316353,
2008-12-23,4210.691360794828,143.0336589862804,530.0234349576094,
2008-12-24,10760.65569828052,201.74150406127814,693.5315310503015,
2008-12-25,20117.747615180248,404.5504235884698,1652.534071814057,
2008-12-26,9684.590128452468,327.69651714568954,1306.2275989500172,
2008-12-27,7345.317154657683,284.99990263879596,1026.0592320416315,
2008-12-28,15766.699871903222,283.9324871728825,1157.416859767949,
2008-12-29,12912.786837936625,295.6740563068158,1361.3426874359343,
2008-12-30,8281.02633983148,279.662825804786,1105.057525685005,
2008-12-31,6128.8952030714545,252.97744163473632,891.027265158735,
2009-01-01,9007.813309866104,196.4223130717961,718.496822023642,
2009-01-02,8156.165505826064,179.34211194150276,657.1503921815405,
2009-01-03,7517.429652479218,166.0575111276503,599.5219278454384,
2009-01-04,6739.482139746118,151.82401016126497,543.7524461184945,
2009-01-05,5748.622675052561,146.13060974534176,522.374144818601,
2009-01-06,4741.385368972806,137.59050918019508,498.2073694611287,
2009-01-07,5814.1340456664,165.10861097511744,548.3999029290732,
2009-01-08,5896.023256399178,163.210810816897,564.201256113809,
2009-01-09,4733.196448279707,131.89710879364097,498.2073694611287,
2009-01-10,4782.329974972824,123.3570082284943,449.873818746184,
2009-01-11,4872.408107665962,117.66360784194016,448.94432729776327,
2009-01-12,4553.04018162617,108.1746072123678,400.6107765828186,
2009-01-13,4225.483333626017,104.37900696934958,398.7517938298188,
2009-01-14,4053.515988932842,101.53230677607249,370.86705311018846,
2009-01-15,3930.6821709327846,96.78780645394406,335.54638137855903,
2009-01-16,3537.613953586054,90.14550601764876,316.0270626878237,
2009-01-17,3382.0244515463382,93.08709621149458,343.91180355129563,
2009-01-18,3283.7573968928405,93.65643624427618,340.1938381891377,
2009-01-19,3218.246027546262,90.9046260662524,322.5335022514021,
2009-01-20,3226.434949506623,84.83166566273871,318.81553688924424,
2009-01-21,3111.790052199665,80.46672537225434,316.0270626878237,
2009-01-22,2980.7673135065083,79.32804529200662,297.43723558935073,
2009-01-23,2849.744574813352,77.05068514619569,307.66164051508713,
2009-01-24,2718.721834852934,74.67843498513146,306.73214906666635,
2009-01-25,2628.6437021597967,69.64926464661222,288.1423219681934,
2009-01-26,2489.43204150628,69.36459463022142,297.43723558935073,
2009-01-27,2407.5428295062416,69.07992461383061,287.2128305197727,
2009-01-28,2628.6437021597967,75.91200506594795,313.2385886302448,
2009-01-29,2694.155071506375,76.76601511512035,323.46299369982285,
2009-01-30,2735.099677506394,70.69305471160666,311.379605877245,
2009-01-31,2628.6437021597967,65.66388437308743,297.43723558935073,
2009-02-01,1386.300347983382,63.91987855994344,303.4324202186976,
2009-02-02,1338.346561905193,63.82683651545416,296.9567282884323,
2009-02-03,1294.7522119676412,64.19900466461421,293.25633285880593,
2009-02-04,1211.9229455346294,61.03557543994951,271.9790594963589,
2009-02-05,1146.5314196163472,55.453053303338756,296.0316295026067,
2009-02-06,1107.2965044701598,59.45386084201572,305.2826177903488,
2009-02-07,1107.2965044701598,58.52344048351417,194.2707567626618,
2009-02-08,1233.7201208407237,68.94414848721269,259.95277456481597,
2009-02-09,1360.1437372112873,77.31793169932808,286.7806410717026,
2009-02-10,1377.581477726017,76.29446931073579,256.2523792783515,
2009-02-11,2384.6109759230712,91.4603211370328,316.3838039360661,
2009-02-12,12206.418157919943,132.11969074883606,704.9253176045517,
2009-02-13,13601.437372112872,129.32842967333139,776.1579284079836,
2009-02-14,8239.332254909372,113.51128360760215,611.4903345096852,
2009-02-15,5492.8881703893385,105.13750038108822,521.7557468444452,
2009-02-16,4359.43505582172,99.55497824447745,463.47451990154383,
2009-02-17,4036.8368616963103,94.90287645196972,351.53755994486926,
2009-02-18,4001.9613813414867,93.97245609346814,353.3877576596824,
2009-02-19,4102.228387614592,96.7637171689728,359.86344958994766,
2009-02-20,3474.4697398785015,90.99511095778203,317.3089028650537,
2009-02-21,3008.0101888677978,85.13346270210198,321.93439708050573,
2009-02-22,2567.7072479545523,84.0169582690204,296.0316295026067,
2009-02-23,2262.5467943438716,79.64398259558196,231.2747104862781,
2009-02-24,2053.2939115402964,75.36404895223426,239.60060013135654,
2009-02-25,1883.2759438829082,73.41016620514041,231.2747104862781,
2009-02-26,1761.2117623037088,73.03799805598037,253.47708263455073,
2009-02-27,2432.5647613266237,76.94576355016804,283.0802456420762,
2009-02-28,7846.9831034474955,86.99430341910508,444.9725430397356,
2009-03-01,4444.5359164860965,77.19049945465153,309.5252204,
2009-03-02,3838.4628369084217,74.11034651286711,285.6161741,
2009-03-03,3644.5194513685324,71.21686951001237,196.4418935,
2009-03-04,3377.847296329344,69.53678608853399,226.1666537,
2009-03-05,3167.7419623592095,67.0166609635386,177.0561803,
2009-03-06,3167.7419623592095,67.85670266705561,184.8104656,
2009-03-07,6060.730794526191,69.630124065221,197.088084,
2009-03-08,13656.846726817088,73.17696684710744,315.3409343,
2009-03-09,39717.98914428016,80.55066631205264,435.532356,
2009-03-10,18020.57289677501,75.32374010868783,431.6552134,
2009-03-11,14424.539291322493,72.71027700700542,370.9133121,
2009-03-12,10545.671580524706,71.21686951001237,321.1566483,
2009-03-13,7111.25746562742,68.5100684460873,268.8152227,
2009-03-14,5697.086947029698,68.32339250715762,255.2452235,
2009-03-15,4969.799252036711,66.45663314674957,244.259986,
2009-03-16,4565.750531901409,64.49653582409884,233.920939,
2009-03-17,4242.511556418445,62.81645240262046,216.4737971,
2009-03-18,4161.701812391385,61.41638288231442,217.1199876,
2009-03-19,4606.15540391494,65.05656362644353,227.4590346,
2009-03-20,4080.892068364324,62.44310052476112,225.5204633,
2009-03-21,3313.199501357807,59.08293368180435,204.1961788,
2009-03-22,2981.879551347082,58.056216039357665,185.4566561,
2009-03-23,2577.83083121178,56.936160420223956,175.7637995,
2009-03-24,2303.0777022701086,56.56280855680896,168.6557046,
2009-03-25,2137.417727264746,55.44275293767526,162.8399907,
2009-03-26,2181.8630862295176,56.936160420223956,162.8399907,
2009-03-27,2994.0010128260856,61.41638288231442,189.9799891,
2009-03-28,2396.0089077761722,56.749484495738635,192.5647509,
2009-03-29,2848.543473827488,65.70992940547522,210.0118927,
2009-03-30,3975.8394013792577,78.21721711154258,284.9699837,
2009-03-31,3123.2966027691596,64.40319786185619,268.1690323,
2009-04-01,2961.176606971271,66.88137605876302,233.2747486,
2009-04-02,3028.9898117911803,71.7654109689728,224.8742729,
2009-04-03,6284.023638949105,122.59924375794297,340.5423615,
2009-04-04,12251.585654006058,162.46891652362504,648.775201,
2009-04-05,7369.034915368034,136.55362921127804,559.6009204,
2009-04-06,6510.067655015469,132.56666194550726,439.4094987,
2009-04-07,6148.397230008906,125.58946920341484,379.9599783,
2009-04-08,4746.924331796688,113.6285673752527,331.4956953,
2009-04-09,4041.6670026491,105.65463282828624,295.3090307,
2009-04-10,3530.807526479041,100.67092372679164,254.5990331,
2009-04-11,3679.9965769429173,97.0826531798855,235.8595103,
2009-04-12,3114.8865374766265,91.89959572667104,225.5204633,
2009-04-13,2698.9655484742125,88.7100218986295,199.6728457,
2009-04-14,2536.2138571862783,88.0123026213353,203.5499884,
2009-04-15,2373.462165898344,93.99275354312881,230.0437964,
2009-04-16,2165.501671397137,87.21490916818114,219.7047493,
2009-04-17,1939.457655330773,81.63315498067715,205.4885597,
2009-04-18,1754.1015624362024,79.44032298835945,191.27237,
2009-04-19,1659.1630759681775,76.45009752746269,180.933323,
2009-04-20,2025.3543817158395,80.2377164415136,195.1495126,
2009-04-21,4927.759544649781,109.64160010948193,279.1542697,
2009-04-22,3313.805271894875,113.6285673752527,333.4342666,
2009-04-23,2807.4666764659155,96.38493390259127,312.1099821,
2009-04-24,2423.1918491530964,91.89959572667104,250.7218904,
2009-04-25,2160.9807913556583,87.7132800783306,210.6580832,
2009-04-26,1980.1455785025664,86.11849317202228,198.3804648,
2009-04-27,1803.8312463905745,82.53022262511614,185.4566561,
2009-04-28,1663.6839560096566,79.83901970722407,160.2552289,
2009-04-29,1541.620187893516,76.45009752746269,154.8918483,
2009-04-30,1369.8267358230032,75.75237825016848,135.0538018,
2009-05-01,1163.8953582102365,85.76108707812759,185.06641800178505,
2009-05-02,1259.1850366755968,94.82184075461977,287.25321885186037,
2009-05-03,1068.6056797448764,84.39143826883983,274.06782512796417,
2009-05-04,1000.5416236229539,83.86465026401345,275.9514528236277,
2009-05-05,1003.9448267450439,84.60215347403128,294.78772948876593,
2009-05-06,1248.9754283626398,87.23609349816326,356.94744242542254,
2009-05-07,1562.070086102158,181.21507336679957,618.7716877501966,
2009-05-08,1265.9914423931205,133.80415306285957,621.5971292208177,
2009-05-09,2252.9202551076837,129.58984904055285,521.7648629538846,
2009-05-10,2062.340898176963,119.05408894402501,430.4089212445632,
2009-05-11,1606.3117224760765,110.62548088310713,356.94744242542254,
2009-05-12,1317.0394844845623,106.41117684449598,307.031309291956,
2009-05-13,1150.282547301846,101.56472720661495,266.5333144910586,
2009-05-14,3079.8985358303976,110.62548088310713,296.67135718442944,
2009-05-15,8167.68672409757,124.32196899228892,464.31421918351253,
2009-05-16,5343.028401357664,107.46475285414878,440.7688734978384,
2009-05-17,16539.56561972085,160.1435532715704,576.3900652536356,
2009-05-18,7316.886022573539,110.62548088310713,534.9502566777808,
2009-05-19,4866.580006924238,104.83081283001681,405.921761638183,
2009-05-20,3505.298886065757,101.88080000624988,352.238373259138,
2009-05-21,2872.3031648691967,98.19328398876956,302.3222401256715,
2009-05-22,2358.419541886001,93.76826474496698,276.89326659858517,
2009-05-23,1892.1807578721568,89.55396070635584,272.1841974323006,
2009-05-24,1664.1661702850417,87.13073588741531,223.20987821954017,
2009-05-25,1470.1836102322313,83.75929266956994,244.87159635529943,
2009-05-26,1235.3626169275926,80.59856464061158,227.91894738582477,
2009-05-27,2794.029500434317,84.39143826883983,236.39527179768774,
2009-05-28,2130.4049542988855,80.59856464061158,283.4859634605333,
2009-05-29,17390.366315978314,110.62548088310713,400.270878696941,
2009-05-30,10209.608407755244,83.5485774643785,484.0923097693568,
2009-05-31,5445.124484487235,74.59318139863423,417.22352766641563,
2009-06-01,6241.920265408713,73.17865110057252,299.5717259886341,
2009-06-02,5155.58606537838,71.39380595640964,213.5835454457038,
2009-06-03,4357.340493139477,78.97939784499658,249.64310501437598,
2009-06-04,3829.1780087003867,102.07083195586691,358.7463878999495,
2009-06-05,3156.9712108299836,84.55703892482136,268.1351868884906,
2009-06-06,2784.856733769155,80.20647887945067,247.79389679834745,
2009-06-07,2334.718253483598,70.83604184670085,306.0439546731913,
2009-06-08,2106.648089854082,66.70858744866631,170.95929670297602,
2009-06-09,3937.211244006073,77.08299986853406,272.7582073570192,
2009-06-10,3198.984135929085,70.05517208965591,350.4249511424492,
2009-06-11,2304.7090214026402,82.2144296709497,294.9487055201054,
2009-06-12,6361.957193732543,145.01866835165447,659.2427180681406,
2009-06-13,3613.111538089015,108.42934279273662,637.0522197619689,
2009-06-14,3313.0192182082455,157.28947874798473,882.9969084873733,
2009-06-15,6481.994122056372,123.82363219998349,905.1874066504595,
2009-06-16,6121.883337084884,129.4012732970714,748.004710863571,
2009-06-17,3607.1096920443456,113.78387824248841,573.2545373821248,
2009-06-18,28028.622728319682,245.41620792660555,598.2188479407966,
2009-06-19,19626.037754939643,288.9218085529439,697.1514858528413,
2009-06-20,15184.67141253077,269.9578287883187,657.3935098521121,
2009-06-21,19385.963903864813,278.88205450913307,699.0006940688698,
2009-06-22,11043.397390931468,221.99011538788886,609.3140970938824,
2009-06-23,7322.252619394377,192.9863817520843,497.4370018127234,
2009-06-24,5311.634071827837,168.44476092489742,422.5440702797936,
2009-06-25,4159.279561590919,151.71183766815994,360.595596115978,
2009-06-26,3643.1207701699727,162.86711984507264,309.74237096216297,
2009-06-27,3643.1207701699727,186.29321250463138,444.7345685859652,
2009-06-28,2892.889969074841,136.09444261357694,413.2980293427363,
2009-06-29,2478.7625669149106,122.70810399782908,360.595596115978,
2009-06-30,3277.0081391538133,152.8273658703144,322.6868283312773,
2009-07-01,3177.846910510888,122.94580009869854,334.66293023287216,
2009-07-02,4706.378779773125,113.63172433713989,455.8875829792675,
2009-07-03,3594.3406083492914,100.59201826519222,461.0681237004072,
2009-07-04,3202.8365327679144,91.09166098523136,411.3349328095346,
2009-07-05,2169.9321629021183,83.82668188285558,339.8434709540118,
2009-07-06,1790.9228987715233,79.35592551327156,289.0741718227067,
2009-07-07,2507.2920578934104,76.37542127649141,262.13536013691686,
2009-07-08,2028.3243060237835,73.02235400290685,236.025435043473,
2009-07-09,1636.8202304424067,68.92416065571344,215.71771529474637,
2009-07-10,1432.7383188883114,66.03679717092749,212.40216924604428,
2009-07-11,1424.4084448026358,63.9877005117446,203.38802843615673,
2009-07-12,2419.8283816051603,83.64040036445337,337.7712546334878,
2009-07-13,1474.3876886721514,62.40430762694652,295.6016531762382,
2009-07-14,1241.1512181404605,57.37470671656967,216.23576949513316,
2009-07-15,1099.5433612621255,54.67362473577212,190.8511199294806,
2009-07-16,1249.481092226136,53.183372617382055,192.8197253457909,
2009-07-17,1786.757961406417,51.9725427693884,190.54028753752132,
2009-07-18,2057.4788650013793,52.90395034698564,215.9249369428329,
2009-07-19,1345.2746426000615,46.94294185901155,190.02223349747555,
2009-07-20,1099.5433612621255,45.17326745581125,170.6470110849677,
2009-07-21,974.5952519106046,45.54583049261568,173.85894638979704,
2009-07-22,962.1004411043599,46.663519588615145,191.26556322565358,
2009-07-23,882.9666382572484,52.717668828583435,152.51511864114937,
2009-07-24,895.4614490634931,55.13932852457075,154.8981673696668,
2009-07-25,1116.2031087889395,52.15882428779061,154.6909457536485,
2009-07-26,887.1315756223547,84.85123021244702,174.68783298214308,
2009-07-27,832.9873943877326,52.065683521382596,158.213713434403,
2009-07-28,849.6471425590836,45.73211201101789,148.8887401523857,
2009-07-29,1007.9147476087695,270.10819721492555,174.58422207792933,
2009-07-30,14244.084448026357,752.5773218049195,364.71006631927764,
2009-07-31,30820.533601369625,339.032357870639,362.5342392548808,
2009-08-01,24393.940819202795,244.69340048380545,291.73151387384706,
2009-08-02,12027.56804868774,438.14758450803663,368.50296484720604,
2009-08-03,8018.378696503606,506.11797360323817,462.24494706598114,
2009-08-04,5234.533135303941,327.30356559472455,340.218746021473,
2009-08-05,4026.1295852170206,258.28747827048073,264.25541553596844,
2009-08-06,3105.7100587326117,202.86546873291218,199.2825243856153,
2009-08-07,2546.6822480558794,170.44882169069993,137.46130331297724,
2009-08-08,2151.410058317768,148.4891575376635,127.11736046815666,
2009-08-09,2066.70887567631,157.90044216543197,169.13962833776978,
2009-08-10,21288.230765713295,148.4891575376635,210.83864808727668,
2009-08-11,27386.715968329365,121.30100193194787,193.9489288406223,
2009-08-12,9542.99999540992,112.93541559795172,260.214812846578,
2009-08-13,10164.142013098633,152.6719507127528,676.3968893535556,
2009-08-14,6832.562129036975,159.9918387529766,551.1382062325706,
2009-08-15,4822.320709037538,139.077872909895,411.3333533297328,
2009-08-16,3546.156211963599,117.11820875685856,310.3182862200312,
2009-08-17,2829.0195264402446,109.79832071663473,237.4258136884207,
2009-08-18,2354.6928992788216,107.70692412909008,176.17027710735172,
2009-08-19,2168.350295719911,138.03217461612266,186.19097170700687,
2009-08-20,2106.23609395104,154.76334730029748,206.71723339912447,
2009-08-21,3088.7698222043196,163.12893360192857,231.9305941459042,
2009-08-22,5076.424259583467,192.40848579518885,366.88672374643807,
2009-08-23,5211.946152683651,165.22033022183828,345.8755898116314,
2009-08-24,3670.3846146274905,143.2606660688018,314.35888890942164,
2009-08-25,2676.5573959379167,131.75798485348867,251.32548697994272,
2009-08-26,2185.290532248203,122.3467002257202,174.55403600658374,
2009-08-27,1948.1272182305654,115.0268121854964,167.52338736206096,
2009-08-28,1931.186981702274,115.0268121854964,190.31238639515905,
2009-08-29,5211.946152683651,168.35742507079024,197.18141104215832,
2009-08-30,4054.3633130554567,151.62625241898047,296.5802370510919,
2009-08-31,2557.975739366024,116.0725104630862,215.76818338834244,
2009-09-01,2577.217657256638,101.9198018527279,273.2975520336011,
2009-09-02,2256.845296164459,97.42334000082643,181.46877856618113,
2009-09-03,2150.0545091337326,93.32656365305702,168.0377012490059,
2009-09-04,1843.920920967747,89.22978730528763,161.27241781627615,
2009-09-05,1680.1750477409826,84.7333254688493,151.522450536996,
2009-09-06,1573.3842607102563,79.73725674451435,143.8617619703163,
2009-09-07,1523.548559875568,77.03937963028085,136.59903125805477,
2009-09-08,1466.5934736795298,75.84032314881098,133.31587901299258,
2009-09-09,1374.0414584732498,72.54291779384253,130.43068460695218,
2009-09-10,1288.608828628319,69.14559105510952,130.43068460695218,
2009-09-11,1402.519001020395,74.14165977944447,133.61434739610797,
2009-09-12,2150.0545091337326,131.89621416781134,402.9323209009245,
2009-09-13,1751.3689057614667,95.72467664692307,550.1767245722094,
2009-09-14,1459.474087216433,77.53898650271435,440.73831645479095,
2009-09-15,1267.2506714425233,71.94338953764446,341.24885454386174,
2009-09-16,1253.011899618077,67.44692770120615,243.94816069366527,
2009-09-17,2150.0545091337326,76.24000863747989,290.5092289523519,
2009-09-18,2007.6667941945116,68.34622006230855,222.8563947790178,
2009-09-19,1487.9516308653256,62.25101622480516,198.68045548493194,
2009-09-20,1288.608828628319,58.553925381167815,184.65244133994062,
2009-09-21,1210.2955852464852,55.856048266934316,162.26731237533986,
2009-09-22,1167.5792697731463,54.85683452206732,153.7112187055029,
2009-09-23,1160.4598844117968,54.25730628133239,151.12449269797418,
2009-09-24,1131.9823407629044,58.05431850873432,148.04031938012108,
2009-09-25,1060.7884832932937,51.459507798797446,141.67299381720576,
2009-09-26,1018.072168481003,48.86155206832852,133.31587901299258,
2009-09-27,3210.8429929779,87.6310453196857,220.8666055069273,
2009-09-28,4485.2130497817725,68.44614144607314,290.5092289523519,
2009-09-29,2541.620728246396,58.85368950153528,253.69812795754913,
2009-09-30,2029.0249513803071,54.55707040169985,271.1087838189053,
2009-10-01,799.5293232245598,55.91555795285507,263.38609451780854,
2009-10-02,740.5476518807061,53.820103109072534,245.49715456088586,
2009-10-03,842.1271969447268,52.82751924917603,250.0645435194769,
2009-10-04,760.2082088262944,50.18062892198411,242.57910054763897,
2009-10-05,678.2892207078618,47.53373861185946,219.86902777927696,
2009-10-06,635.6913469876946,47.31316441508226,181.80745346467128,
2009-10-07,609.477270891214,58.562448262979714,197.53957088835645,
2009-10-08,596.3702325894292,50.95263860217069,206.67434880553853,
2009-10-09,671.7357015569695,51.834935372212236,206.8012206337935,
2009-10-10,874.8947921921,74.88493855141651,331.13569674911486,
2009-10-11,779.8687657718826,56.246419239487246,274.55082286509975,
2009-10-12,697.9497781605389,50.18062892198411,242.9597162287421,
2009-10-13,681.5659805368524,49.188045062087596,225.4513921492608,
2009-10-14,665.1821829131659,47.53373861185946,225.95887965861897,
2009-10-15,678.2892207078618,51.173212798947894,252.47510982702735,
2009-10-16,842.1271969447268,74.66436437170658,299.7983339656054,
2009-10-17,966.6440587833267,67.49570308738468,374.2721478065433,
2009-10-18,871.6180323631094,65.40024826066943,402.1839688711094,
2009-10-19,753.654689675402,56.90814181275158,355.2413606099728,
2009-10-20,711.0568159552348,53.70981601921756,324.7921010169246,
2009-10-21,684.8427398587542,51.504074085580065,270.3640497839501,
2009-10-22,655.3519039332829,50.401203118761316,246.5121297759404,
2009-10-23,642.244866138587,50.84235151231572,252.60198185162062,
2009-10-24,9240.461850631596,200.72251565380188,870.3413333962641,
2009-10-25,6520.751446113811,266.894773662927,1753.3698582569084,
2009-10-26,3135.8588612183057,190.79667705483678,1278.8688979995636,
2009-10-27,2414.971766790277,176.45935452032754,999.7506861758729,
2009-10-28,21167.86650242018,342.9928702710172,1517.388097294308,
2009-10-29,10223.489702981897,372.7703864092581,1697.5462159314382,
2009-10-30,5603.258780201544,294.46654783339574,1285.212493731754,
2009-10-31,4128.716996098114,248.14596719287366,1039.0809796369165,
2009-11-01,6816.105663775077,237.5498046653458,652.6663947644049,
2009-11-02,5446.573322260223,203.44008929574088,556.2698676014094,
2009-11-03,4758.651546732205,187.60343555084,487.28886648090355,
2009-11-04,4184.331532201993,170.5485777717771,438.64841709041326,
2009-11-05,3786.7253682213322,158.36653650640417,405.0422883534344,
2009-11-06,3502.720966215157,148.62090349787627,382.93299311373,
2009-11-07,3124.048428904684,138.87527047049625,354.6330951795366,
2009-11-08,2877.9112802388845,131.56604571881334,338.7144026343213,
2009-11-09,2650.707758243272,126.69322920512334,322.795710089106,
2009-11-10,2511.8611610340963,121.82041269143332,311.2988765918316,
2009-11-11,2379.3257733661026,116.21667370823067,300.6864148494016,
2009-11-12,2240.4791761569263,112.19660008820684,281.2302351479492,
2009-11-13,2139.4998332648056,109.516551020759,270.61777340551924,
2009-11-14,2366.7033552604175,109.02926936184917,270.61777340551924,
2009-11-15,2379.3257733661026,103.4255303786465,290.95832499867544,
2009-11-16,2107.9437884889326,97.5781505659889,280.3458632562455,
2009-11-17,1950.1635646095692,92.705334071151,251.16159356720755,
2009-11-18,1836.561803611763,90.87802787851726,256.4678245068522,
2009-11-19,1842.8730131529453,92.09623200693976,207.82737497950254,
2009-11-20,7447.226558315852,198.5672727066425,563.344842050743,
2009-11-21,4600.871322852841,125.47502507670085,618.1758941357223,
2009-11-22,3622.633935777466,110.97839595978432,502.32318727127443,
2009-11-23,3180.8493098919266,107.32378359336893,419.19223725210145,
2009-11-24,2991.5130412366902,105.8619386354915,360.8236978740257,
2009-11-25,2934.7121602494476,107.68924482812525,325.4488254904987,
2009-11-26,3086.1811755643084,107.20196316921542,307.7613894355945,
2009-11-27,2865.288862133199,102.81642831443526,294.49581229177187,
2009-11-28,2726.442264924023,97.69997099014243,258.23656815340036,
2009-11-29,2511.8611610340963,93.55807694596508,251.16159356720755,
2009-11-30,2556.039623915654,97.5781505659889,257.35219626169663,
2009-12-01,2281.3838445036704,88.71307165733377,264.53683343682343,
2009-12-02,2116.860970893873,89.51538624559441,272.7778562948577,
2009-12-03,12448.897421198386,451.5885043466477,830.6951030440922,
2009-12-04,6526.07397888382,333.53364145012966,951.0140367203801,
2009-12-05,4919.233915161901,260.1791636182277,725.210010614292,
2009-12-06,4420.181198884989,229.23274320252213,569.4546788014954,
2009-12-07,3871.7716210343465,199.4324866110264,457.3767681107743,
2009-12-08,3471.432628753576,182.24003084423137,396.39319903783985,
2009-12-09,4765.679233295826,264.763818560322,490.34085941537916,
2009-12-10,4343.403858376292,281.956274327117,576.8715994247393,
2009-12-11,3740.153322655717,226.94041590884743,477.9793252558601,
2009-12-12,3279.489277057494,205.1633051999581,445.01523382372284,
2009-12-13,5078.272692475496,231.5250706735693,446.6634384208362,
2009-12-14,6580.914936753753,284.2486016207917,646.096191355708,
2009-12-15,8335.825586045545,269.34847332504387,664.2264415413575,
2009-12-16,7348.6883460841245,269.34847332504387,646.096191355708,
2009-12-17,5061.820405284253,249.8636902645741,538.9628943287945,
2009-12-18,4650.5132221084405,230.37890702673195,469.73830239782575,
2009-12-19,4228.237846340226,215.4787787309841,430.1813927047675,
2009-12-20,4069.1990690266302,202.87097772891093,407.9306309625685,
2009-12-21,3646.9236941070963,185.67852213948834,383.2075623884656,
2009-12-22,3180.775553061352,170.77839375505425,361.7809030085893,
2009-12-23,2873.6661893292035,157.0244291416182,335.4096299649055,
2009-12-24,2659.7864532969948,147.85511941706477,326.3445047445483,
2009-12-25,2533.6522503658866,142.12430082813313,318.103481886514,
2009-12-26,3274.005180761292,245.27903532247979,406.28242636545514,
2009-12-27,9322.96282940169,405.7419556351943,1155.3914033190597,
2009-12-28,5922.8234431632445,333.53364145012966,1093.5837320113346,
2009-12-29,4617.608646877273,278.51778303186006,754.053590617412,
2009-12-30,4398.244816246224,234.96356179145383,571.9269856333993,
2009-12-31,4261.142421571393,221.20959731991573,491.9890640124924,
2010-01-01,3903.883349267091,210.43416420939158,470.9491753087093,
2010-01-02,3253.236124389242,193.1854622075117,438.5873874819665,
2010-01-03,2933.3345722485337,174.78684673883978,357.6829179810055,
2010-01-04,2846.5816091552424,159.83797168833914,355.9796659623787,
2010-01-05,2846.5816091552424,150.63866397179848,351.7215359817075,
2010-01-06,2754.406585344195,143.7391831710465,338.09552009627635,
2010-01-07,2667.653622250903,135.6897889212978,332.1341380969783,
2010-01-08,2624.2771407042574,131.09013505412986,324.4695040790534,
2010-01-09,2537.5241776109656,121.89082733758916,306.58535821295106,
2010-01-10,2358.596190706626,114.64637250035865,285.2947083095951,
2010-01-11,2228.466745227608,112.46153692413102,272.5203184993733,
2010-01-12,2212.200564752501,108.78181382683759,273.37194444279083,
2010-01-13,2212.200564752501,105.10209074733945,264.0040585380309,
2010-01-14,2114.6034810627775,102.68727245639909,260.5975545007772,
2010-01-15,2017.0063973730544,100.50243688017147,252.0812945394348,
2010-01-16,1951.9416746335455,100.50243688017147,251.2296685960173,
2010-01-17,1854.3445909438221,114.07141576696266,269.11381446211965,
2010-01-18,2716.452164515305,142.58926970425452,350.01828396308065,
2010-01-19,4066.5451556963226,116.14126000362918,398.5609657690907,
2010-01-20,3480.9626535579837,105.79203882029653,375.5670638471078,
2010-01-21,2922.4904516521024,99.92748014677545,330.4308860783515,
2010-01-22,2700.185983201117,95.90278301300349,298.0690982516087,
2010-01-23,2602.5888995113937,89.80824164256498,270.81706648074646,
2010-01-24,2504.9918158216706,91.99307723658787,258.04267653873285,
2010-01-25,35785.59737247707,420.86832841878316,2345.377991034162,
2010-01-26,26730.756821295785,477.2140881848193,3346.8901605902265,
2010-01-27,12091.194259446493,328.87525107542365,1663.2255687105194,
2010-01-28,7970.428505802494,264.4800970062531,1033.022332098349,
